,stateDt,decideCnt,clearCnt,examCnt,deathCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate
1085,20200226,1261.0,24.0,20716.0,12.0,,,,,
1086,20200225,977.0,22.0,13880.0,10.0,,,,,
1087,20200224,833.0,22.0,11631.0,7.0,,,,,
1088,20200223,602.0,18.0,8057.0,5.0,,,,,
1089,20200222,433.0,18.0,6037.0,2.0,,,,,
1090,20200221,204.0,17.0,3180.0,1.0,,,,,
1091,20200220,104.0,16.0,1860.0,1.0,,,,,
1092,20200219,51.0,16.0,1149.0,,,,,,
1093,20200218,31.0,12.0,818.0,,,,,,
1094,20200217,30.0,10.0,708.0,,,,,,
1095,20200216,29.0,9.0,485.0,,,,,,
1096,20200215,28.0,9.0,558.0,,,,,,
1097,20200214,28.0,7.0,535.0,,,,,,
1098,20200213,28.0,7.0,562.0,,,,,,
1099,20200212,28.0,7.0,785.0,,,,,,
1100,20200211,28.0,4.0,762.0,,,,,,
1101,20200210,27.0,3.0,531.0,,,,,,
1102,20200209,27.0,3.0,888.0,,,,,,
1103,20200208,24.0,2.0,939.0,,,,,,
1104,20200207,24.0,2.0,327.0,,,,,,
1105,20200206,23.0,1.0,169.0,,,,,,
1106,20200205,19.0,1.0,40.0,,,,,,
1107,20200204,19.0,,,,,,,,
1108,20200203,15.0,,,,,,,,
1109,20200202,2.0,2.0,2.0,2.0,,,,,
1110,20200101,2.0,1.0,1.0,,,,,,
