,stateDt,clearCnt,examCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate
783,20201224,37425.0,150533.0,15352.0,3678144.0,3882210.0,3731677.0,1.434556099
782,20201225,38048.0,156789.0,15949.0,3727798.0,3939357.0,3782568.0,1.4479581067
781,20201226,38532.0,157012.0,16577.0,3756501.0,3969415.0,3812403.0,1.4663192742
780,20201227,39040.0,166976.0,17024.0,3782564.0,4006412.0,3839436.0,1.4812592266
779,20201228,39268.0,169878.0,17593.0,3810749.0,4038307.0,3868429.0,1.4910445558
778,20201229,40703.0,170962.0,17163.0,3868494.0,4098181.0,3927219.0,1.4953329569
777,20201230,41435.0,171771.0,17459.0,3927978.0,4159522.0,3987751.0,1.4989150526
776,20201231,42271.0,170338.0,17569.0,3982802.0,4213880.0,4043542.0,1.5021483639
775,20210101,42953.0,176927.0,17899.0,4030622.0,4269318.0,4092391.0,1.5093621308
774,20210102,43578.0,179387.0,18073.0,4060819.0,4302799.0,4123412.0,1.5179904409
773,20210103,44507.0,186472.0,17775.0,4091122.0,4340838.0,4154366.0,1.5223502214
772,20210104,45240.0,190732.0,18043.0,4121612.0,4376608.0,4185876.0,1.5352580917
771,20210105,46172.0,193751.0,17800.0,4180631.0,4439361.0,4245610.0,1.530498562
770,20210106,46995.0,192082.0,17796.0,4246968.0,4504868.0,4312786.0,1.5261132826
769,20210107,47649.0,191762.0,17991.0,4311361.0,4569809.0,4378047.0,1.5231905916
768,20210108,48369.0,190452.0,17908.0,4372194.0,4630004.0,4439552.0,1.5172251614
767,20210109,49324.0,185923.0,17575.0,4435694.0,4689616.0,4503693.0,1.5098498054
766,20210110,50409.0,191454.0,17130.0,4463346.0,4723464.0,4532010.0,1.5150893312
765,20210111,52552.0,189763.0,15422.0,4492808.0,4751685.0,4561922.0,1.5150193273
764,20210112,53569.0,186770.0,14917.0,4557664.0,4814085.0,4627315.0,1.5052141468
763,20210113,54636.0,182914.0,14391.0,4619186.0,4872312.0,4689398.0,1.4972497535
762,20210114,55772.0,169742.0,13761.0,4684889.0,4925359.0,4755617.0,1.4872518119
761,20210115,56536.0,162323.0,13488.0,4744511.0,4978075.0,4815752.0,1.4793328227
760,20210116,57554.0,155639.0,13030.0,4804811.0,5032270.0,4876631.0,1.4727380439
759,20210117,58253.0,159385.0,12838.0,4829565.0,5061290.0,4901905.0,1.475752794
758,20210118,58723.0,158035.0,12742.0,4856456.0,5087220.0,4929185.0,1.4754771833
757,20210119,59468.0,154345.0,12364.0,4912866.0,5140326.0,4985981.0,1.4664115246
756,20210120,60180.0,148141.0,12038.0,4970470.0,5192129.0,5043988.0,1.4575371709
755,20210121,60846.0,141070.0,11756.0,5022620.0,5237608.0,5096538.0,1.4503570855
754,20210122,61415.0,133132.0,11519.0,5074830.0,5282224.0,5149092.0,1.4422348639
753,20210123,62044.0,136629.0,11311.0,5118386.0,5329707.0,5193078.0,1.4382992129
752,20210124,62530.0,135765.0,11205.0,5143500.0,5354349.0,5218584.0,1.4387810946
751,20210125,62956.0,134549.0,11205.0,5166016.0,5376086.0,5241537.0,1.4408178364
750,20210126,64793.0,138624.0,9711.0,5208269.0,5422768.0,5284144.0,1.4358995515
749,20210127,65478.0,138427.0,9573.0,5254391.0,5469247.0,5330820.0,1.4337193902
748,20210128,66016.0,139424.0,9524.0,5305839.0,5522189.0,5382765.0,1.42911682
747,20210129,66503.0,142753.0,9493.0,5349116.0,5569264.0,5426511.0,1.426238701
746,20210201,68309.0,149456.0,8774.0,5433878.0,5661842.0,5512386.0,1.4242108589
745,20210202,68775.0,154265.0,8634.0,5478304.0,5711413.0,5557148.0,1.4187853193
744,20210203,69299.0,138849.0,8571.0,5538554.0,5756714.0,5617865.0,1.4117640776
743,20210204,69704.0,120538.0,8610.0,5602795.0,5803095.0,5682557.0,1.4036286833
742,20210205,70117.0,107457.0,8555.0,5659590.0,5847178.0,5739721.0,1.3960783111
741,20210206,70505.0,97677.0,8555.0,5715152.0,5893353.0,5795676.0,1.3893806348
740,20210207,70865.0,90751.0,8560.0,5745328.0,5916975.0,5826224.0,1.3884807724
739,20210208,71218.0,84843.0,8493.0,5772169.0,5938197.0,5853354.0,1.3869825744
738,20210209,71676.0,82630.0,8329.0,5823289.0,5987406.0,5904776.0,1.3800184799
737,20210210,72226.0,80076.0,8218.0,5868017.0,6030023.0,5949947.0,1.3769870555
736,20210211,72638.0,81614.0,8300.0,5905960.0,6070008.0,5988394.0,1.3765627311
735,20210212,72936.0,80861.0,8394.0,5929671.0,6093369.0,6012508.0,1.3777445285
734,20210213,73227.0,70251.0,8458.0,5961887.0,6115337.0,6045086.0,1.3763079631
733,20210214,73559.0,78200.0,8444.0,5978361.0,6140086.0,6061886.0,1.3778715073
732,20210215,73794.0,80146.0,8548.0,5998845.0,6162860.0,6082714.0,1.3788088672
731,20210216,74551.0,76897.0,8240.0,6052268.0,6213490.0,6136593.0,1.3741338231
730,20210217,75360.0,72410.0,8048.0,6103211.0,6260567.0,6188157.0,1.3727188886
729,20210218,75896.0,70720.0,8127.0,6146927.0,6303214.0,6232494.0,1.3729174869
728,20210219,76513.0,71116.0,8065.0,6188748.0,6345992.0,6274876.0,1.3725848925
727,20210220,77083.0,76137.0,7940.0,6227918.0,6390631.0,6314494.0,1.3710678955
726,20210221,77516.0,73356.0,7919.0,6250992.0,6411340.0,6337984.0,1.3725500095
725,20210222,77887.0,72461.0,7875.0,6269359.0,6429144.0,6356683.0,1.373735327
724,20210223,78394.0,74065.0,7714.0,6310933.0,6472679.0,6398614.0,1.3703123832
723,20210224,79050.0,74988.0,7494.0,6347880.0,6510988.0,6436000.0,1.3691733996
722,20210225,79487.0,68672.0,7448.0,6394026.0,6551214.0,6482542.0,1.3654520094
721,20210226,79880.0,68942.0,7457.0,6432202.0,6590066.0,6521124.0,1.3635992813
720,20210227,80333.0,68989.0,7393.0,6468905.0,6627215.0,6558226.0,1.3619689226
719,20210228,80697.0,72889.0,7376.0,6486441.0,6649006.0,6576117.0,1.3636618691
718,20210301,81070.0,73745.0,7354.0,6501981.0,6665755.0,6592010.0,1.3657291175
717,20210302,81338.0,73432.0,7428.0,6518172.0,6681976.0,6608544.0,1.3675024332
716,20210303,81700.0,65867.0,7504.0,6559520.0,6716203.0,6650336.0,1.3655851373
715,20210304,82162.0,60089.0,7459.0,6600571.0,6751900.0,6691811.0,1.3634575154
714,20210305,82560.0,63707.0,7451.0,6633666.0,6789011.0,6725304.0,1.3625852452
713,20210306,82913.0,65171.0,7510.0,6664717.0,6821943.0,6756772.0,1.3624109264
712,20210307,83220.0,66396.0,7617.0,6684259.0,6843126.0,6776730.0,1.3645371735
711,20210308,83474.0,67394.0,7701.0,6701598.0,6861809.0,6794415.0,1.3660778742
710,20210309,83900.0,70501.0,7718.0,6739220.0,6902984.0,6832483.0,1.3649942487
709,20210310,84312.0,70278.0,7773.0,6774873.0,6938884.0,6868606.0,1.3646582727
708,20210311,84675.0,68248.0,7871.0,6814539.0,6976985.0,6908737.0,1.3634619468
707,20210312,85743.0,68738.0,7281.0,6849240.0,7012664.0,6943926.0,1.3635801994
706,20210313,86625.0,67874.0,6884.0,6883732.0,7046782.0,6978908.0,1.3637663657
705,20210314,87408.0,69843.0,6558.0,6900923.0,7066401.0,6996558.0,1.3668864032
704,20210315,87754.0,71590.0,6588.0,6917333.0,7084940.0,7013350.0,1.3690604347
703,20210316,88255.0,78044.0,6447.0,6951653.0,7126077.0,7048033.0,1.3674737334
702,20210317,88814.0,83462.0,6349.0,6991199.0,7171510.0,7088048.0,1.3663705437
701,20210318,89178.0,89722.0,6428.0,7031071.0,7218087.0,7128365.0,1.3648852156
700,20210319,89523.0,88341.0,6544.0,7078843.0,7264941.0,7176600.0,1.3621631413
699,20210320,89949.0,93018.0,6567.0,7117723.0,7308950.0,7215932.0,1.3610022932
698,20210321,90328.0,98308.0,6641.0,7135741.0,7332714.0,7234406.0,1.3638300089
697,20210322,90611.0,103132.0,6767.0,7153757.0,7355964.0,7252832.0,1.3660181291
696,20210323,91079.0,100172.0,6638.0,7201397.0,7400990.0,7300818.0,1.3617789129
695,20210324,91560.0,94326.0,6579.0,7247038.0,7441210.0,7346884.0,1.3590251322
694,20210325,92068.0,86983.0,6499.0,7298600.0,7485859.0,7398876.0,1.3552869381
693,20210326,92630.0,77409.0,6424.0,7351224.0,7529403.0,7451994.0,1.3522555171
692,20210327,93475.0,75174.0,6079.0,7396119.0,7572568.0,7497394.0,1.3508026922
691,20210328,93855.0,78605.0,6180.0,7415234.0,7595596.0,7516991.0,1.353693253
690,20210329,94124.0,78938.0,6291.0,7435252.0,7616331.0,7537393.0,1.3551237145
689,20210330,94563.0,78424.0,6290.0,7482993.0,7663999.0,7585575.0,1.3523299156
688,20210331,95030.0,71302.0,6327.0,7533410.0,7707800.0,7636498.0,1.3499381522
687,20210401,95439.0,68659.0,6465.0,7575005.0,7747303.0,7678644.0,1.349704453
686,20210402,95861.0,70752.0,6596.0,7613349.0,7788295.0,7717543.0,1.3500928987
685,20210403,96196.0,75288.0,6800.0,7649577.0,7829601.0,7754313.0,1.3506805825
684,20210404,96589.0,79799.0,6946.0,7664398.0,7849476.0,7769677.0,1.3549984124
683,20210405,96900.0,80497.0,7104.0,7682571.0,7868820.0,7788323.0,1.3578276093
682,20210406,97363.0,79155.0,7115.0,7735905.0,7921290.0,7842135.0,1.3546056016
681,20210407,97928.0,74642.0,7214.0,7784627.0,7966167.0,7891525.0,1.3545924266
680,20210408,98360.0,77994.0,7480.0,7826829.0,8012421.0,7934427.0,1.3560903641
679,20210409,98786.0,81912.0,7719.0,7868932.0,8059113.0,7977201.0,1.357230437
678,20210410,99301.0,90014.0,7879.0,7907671.0,8106630.0,8016616.0,1.358989878
677,20210411,100109.0,91909.0,7682.0,7928064.0,8129532.0,8037623.0,1.3630771186
676,20210412,100804.0,95248.0,7572.0,7947389.0,8152783.0,8057535.0,1.3669937518
675,20210413,101332.0,85584.0,7581.0,8004247.0,8200519.0,8114935.0,1.3640035317
674,20210414,101983.0,74627.0,7654.0,8059342.0,8245388.0,8170761.0,1.3636306336
673,20210415,102513.0,70221.0,7816.0,8108788.0,8291126.0,8220905.0,1.3638036201
672,20210416,103062.0,70883.0,7937.0,8149660.0,8333332.0,8262449.0,1.3650795302
671,20210417,103594.0,71039.0,8056.0,8193296.0,8377779.0,8306740.0,1.3656861777
670,20210418,104006.0,72191.0,8312.0,8209761.0,8396067.0,8323876.0,1.3709358476
669,20210419,104474.0,70763.0,8371.0,8229412.0,8414821.0,8344058.0,1.3739837378
668,20210420,105227.0,66590.0,8166.0,8276807.0,8458592.0,8392002.0,1.3726760312
667,20210421,105877.0,67211.0,8243.0,8314457.0,8497594.0,8430383.0,1.3750976675
666,20210422,106459.0,67139.0,8394.0,8353705.0,8537505.0,8470366.0,1.3772840512
665,20210423,107071.0,69939.0,8576.0,8396133.0,8583530.0,8513591.0,1.3796528397
664,20210424,107781.0,78269.0,8650.0,8436411.0,8632923.0,8554654.0,1.3822066912
663,20210427,109695.0,76508.0,8383.0,8525203.0,8721609.0,8645101.0,1.3868895227
662,20210428,110248.0,77166.0,8604.0,8568659.0,8766498.0,8689332.0,1.3887488704
661,20210429,110787.0,80392.0,8739.0,8604036.0,8805779.0,8725387.0,1.3907807183
660,20210430,111422.0,82511.0,8757.0,8643774.0,8848292.0,8765781.0,1.3918554433
659,20210501,112337.0,85212.0,8466.0,8675542.0,8883388.0,8798176.0,1.3938570903
658,20210502,112865.0,86607.0,8542.0,8688387.0,8898234.0,8811627.0,1.3986066364
657,20210503,113356.0,89022.0,8538.0,8702576.0,8915326.0,8826304.0,1.4018098628
656,20210504,114128.0,78096.0,8301.0,8754790.0,8957155.0,8879059.0,1.3995739863
655,20210505,114944.0,78995.0,8154.0,8790129.0,8994069.0,8915074.0,1.4015026684
654,20210506,115491.0,77055.0,8177.0,8808418.0,9010992.0,8933937.0,1.4049684926
653,20210507,116022.0,78896.0,8162.0,8846414.0,9051354.0,8972458.0,1.4047878518
652,20210508,116881.0,78259.0,7999.0,8884162.0,9089166.0,9010907.0,1.4065731673
651,20210509,117423.0,81280.0,8012.0,8897182.0,9105771.0,9024491.0,1.410705601
650,20210510,117844.0,83398.0,8053.0,8910889.0,9122059.0,9038661.0,1.4136164637
649,20210511,118717.0,84628.0,7687.0,8951373.0,9164284.0,9079656.0,1.4128618969
648,20210512,119373.0,84279.0,7661.0,8988342.0,9201539.0,9117260.0,1.4139993813
647,20210513,119906.0,87517.0,7836.0,9024003.0,9241153.0,9153636.0,1.4161913364
646,20210514,120395.0,95208.0,8092.0,9055703.0,9281291.0,9186083.0,1.4193209445
645,20210515,121282.0,99216.0,7883.0,9088817.0,9319094.0,9219878.0,1.4215047097
644,20210516,121764.0,101663.0,8007.0,9103280.0,9336614.0,9234951.0,1.4257899148
643,20210517,122163.0,101804.0,8224.0,9119206.0,9353300.0,9251496.0,1.4299308998
642,20210518,122631.0,103413.0,8283.0,9158773.0,9395004.0,9291591.0,1.4294430308
641,20210519,123237.0,104494.0,8322.0,9190679.0,9428644.0,9324150.0,1.4314548779
640,20210520,123659.0,108873.0,8542.0,9204368.0,9447358.0,9338485.0,1.4361751397
639,20210521,124158.0,114144.0,8598.0,9238286.0,9487108.0,9372964.0,1.4368773847
638,20210522,125032.0,117558.0,8386.0,9268064.0,9520966.0,9403408.0,1.4393079615
637,20210523,125881.0,122235.0,8117.0,9278135.0,9536299.0,9414064.0,1.4438928819
636,20210524,126427.0,120704.0,8106.0,9296442.0,9553613.0,9432909.0,1.4467117195
635,20210525,126993.0,117098.0,8052.0,9338646.0,9592727.0,9475629.0,1.4456349019
634,20210526,127582.0,121069.0,8160.0,9370707.0,9629458.0,9508389.0,1.4480055454
633,20210527,128180.0,122659.0,8188.0,9404723.0,9665693.0,9543034.0,1.4493399059
632,20210528,128761.0,122872.0,8191.0,9440686.0,9702456.0,9579584.0,1.4499377008
631,20210529,129739.0,123790.0,7741.0,9470370.0,9733591.0,9609801.0,1.4509249463
630,20210530,130381.0,126493.0,7572.0,9481211.0,9747614.0,9621121.0,1.4541964496
629,20210531,130823.0,127953.0,7558.0,9492865.0,9761158.0,9633205.0,1.4568360166
628,20210601,131463.0,127612.0,7373.0,9529991.0,9798402.0,9670790.0,1.4559203539
627,20210602,132068.0,128917.0,7443.0,9563957.0,9834350.0,9705433.0,1.4576990021
626,20210603,132699.0,129822.0,7490.0,9600345.0,9872324.0,9742502.0,1.4591426309
625,20210604,133289.0,133844.0,7594.0,9634628.0,9911324.0,9777480.0,1.4610308586
624,20210605,133763.0,137164.0,7862.0,9665194.0,9945954.0,9808790.0,1.4639522306
623,20210606,134262.0,136465.0,7917.0,9679080.0,9959697.0,9823232.0,1.4674599968
622,20210607,134861.0,136526.0,7802.0,9691134.0,9972297.0,9835771.0,1.4705202062
621,20210608,135412.0,139260.0,7704.0,9724233.0,10008584.0,9869324.0,1.4701209525
620,20210609,136174.0,131424.0,7541.0,9767667.0,10044783.0,9913359.0,1.4696532224
619,20210610,136713.0,130327.0,7611.0,9800232.0,10076862.0,9946535.0,1.4708941354
618,20210611,137224.0,133753.0,7654.0,9830452.0,10111064.0,9977311.0,1.4719296612
